POSITION_WRT_HXB2,MEDIAN_PAIRWISE_DISTANCE_BETWEEN_STANDARD_REFS
1561,0.220719515
1562,0.220501628
1563,0.220274462
1564,0.220020638
1565,0.219770164
1566,0.219572668
1567,0.219369945
1568,0.219193857
1569,0.21902492
1570,0.21873558
1571,0.218456153
1572,0.218194412
1573,0.218016637
1574,0.217783862
1575,0.217561792
1576,0.217411973
1577,0.217281716
1578,0.217142465
1579,0.216993677
1580,0.216845593
1581,0.216694046
1582,0.216521466
1583,0.216352006
1584,0.216178404
1585,0.21604425
1586,0.215895232
1587,0.21574647
1588,0.215605864
1589,0.215484327
1590,0.215354725
1591,0.21519084
1592,0.215096498
1593,0.214980839
1594,0.214857139
1595,0.214744795
1596,0.214613541
1597,0.214467616
1598,0.214414691
1599,0.214331517
1600,0.21428178
1601,0.214135161
1602,0.21403572
1603,0.213906958
1604,0.213778218
1605,0.213661905
1606,0.214183474
1607,0.214747475
1608,0.215189904
1609,0.2157094
1610,0.21630241
1611,0.216820739
1612,0.217421954
1613,0.217994054
1614,0.21860145
1615,0.219212408
1616,0.219886853
1617,0.220445022
1618,0.221013019
1619,0.221633235
1620,0.222188235
1621,0.222749864
1622,0.223296052
1623,0.223877701
1624,0.224459728
1625,0.225069461
1626,0.225657054
1627,0.226239748
1628,0.226968458
1629,0.227680129
1630,0.2283257
1631,0.228971501
1632,0.229647953
1633,0.230316791
1634,0.230949634
1635,0.231610853
1636,0.232243517
1637,0.232928974
1638,0.233533853
1639,0.234231133
1640,0.235038793
1641,0.235777823
1642,0.236438146
1643,0.237209329
1644,0.237972715
1645,0.238720797
1646,0.239523008
1647,0.24013924
1648,0.240760952
1649,0.241431941
1650,0.242205352
1651,0.242937986
1652,0.243668824
1653,0.244423275
1654,0.245193551
1655,0.24590683
1656,0.246589693
1657,0.247235119
1658,0.247963564
1659,0.248666763
1660,0.249416138
1661,0.25014724
1662,0.250816047
1663,0.251606559
1664,0.252329241
1665,0.253017889
1666,0.25369754
1667,0.254510928
1668,0.255260436
1669,0.256048113
1670,0.256793519
1671,0.257510972
1672,0.258442969
1673,0.259472162
1674,0.260383606
1675,0.261241944
1676,0.262206844
1677,0.263100497
1678,0.26397406
1679,0.264859386
1680,0.265600827
1681,0.266514123
1682,0.267488168
1683,0.268344406
1684,0.269254073
1685,0.270267498
1686,0.271321331
1687,0.272459608
1688,0.273477537
1689,0.274493504
1690,0.275578973
1691,0.276696044
1692,0.2777071
1693,0.278688488
1694,0.279699647
1695,0.280583278
1696,0.281509161
1697,0.282489075
1698,0.283524533
1699,0.284540058
1700,0.285464727
1701,0.286446433
1702,0.287293039
1703,0.288149637
1704,0.288973481
1705,0.289819508
1706,0.290633178
1707,0.29161836
1708,0.292643555
1709,0.293667332
1710,0.294724088
1711,0.295733558
1712,0.296705731
1713,0.297697872
1714,0.298645564
1715,0.299616328
1716,0.300464435
1717,0.301373498
1718,0.302313412
1719,0.303228459
1720,0.304232946
1721,0.30513379
1722,0.306062045
1723,0.306902262
1724,0.307764469
1725,0.308733755
1726,0.309527096
1727,0.310320436
1728,0.311114496
1729,0.31182212
1730,0.312674341
1731,0.313506382
1732,0.314273209
1733,0.315163505
1734,0.316220981
1735,0.316796496
1736,0.31736108
1737,0.318168617
1738,0.318801412
1739,0.319387737
1740,0.319876134
1741,0.320360357
1742,0.321213995
1743,0.321702237
1744,0.322487224
1745,0.32294232
1746,0.323751143
1747,0.324638016
1748,0.325548536
1749,0.326458047
1750,0.326890507
1751,0.32774169
1752,0.328093365
1753,0.328467289
1754,0.329312578
1755,0.330188481
1756,0.331068464
1757,0.331931379
1758,0.332799205
1759,0.333659265
1760,0.334501033
1761,0.335362659
1762,0.336239293
1763,0.337098186
1764,0.337624311
1765,0.338139537
1766,0.338955977
1767,0.339937719
1768,0.340415118
1769,0.340958551
1770,0.341916214
1771,0.342926875
1772,0.343974063
1773,0.345023868
1774,0.34597433
1775,0.346939501
1776,0.347989223
1777,0.348884851
1778,0.349769049
1779,0.350695601
1780,0.351727608
1781,0.352732476
1782,0.353737768
1783,0.354593929
1784,0.355522785
1785,0.356419984
1786,0.357349147
1787,0.358246757
1788,0.359148112
1789,0.360050774
1790,0.360931435
1791,0.361670751
1792,0.362480886
1793,0.363272922
1794,0.364122478
1795,0.364946191
1796,0.365699049
1797,0.366485656
1798,0.367303707
1799,0.368112378
1800,0.368923601
1801,0.369687531
1802,0.370454639
1803,0.371228928
1804,0.372003253
1805,0.372729051
1806,0.373466102
1807,0.374209746
1808,0.374928735
1809,0.375785184
1810,0.376577731
1811,0.377220799
1812,0.377969347
1813,0.378687649
1814,0.379407157
1815,0.380178998
1816,0.380946605
1817,0.381654372
1818,0.382373856
1819,0.383064804
1820,0.383759797
1821,0.384460015
1822,0.38514544
1823,0.385844692
1824,0.386572474
1825,0.387309255
1826,0.387995746
1827,0.388742962
1828,0.389473981
1829,0.390218843
1830,0.390959885
1831,0.391720589
1832,0.39246272
1833,0.393192981
1834,0.393971473
1835,0.394607838
1836,0.395221353
1837,0.395908869
1838,0.396625771
1839,0.397334102
1840,0.397967666
1841,0.398671515
1842,0.39937576
1843,0.400003361
1844,0.400641879
1845,0.401385233
1846,0.402050082
1847,0.402717714
1848,0.403417345
1849,0.404088697
1850,0.404814384
1851,0.405580812
1852,0.406395779
1853,0.407155098
1854,0.407952906
1855,0.408783464
1856,0.4095448
1857,0.410322248
1858,0.41113558
1859,0.411818379
1860,0.412547857
1861,0.413250801
1862,0.41394576
1863,0.414662126
1864,0.415373191
1865,0.416068703
1866,0.416790235
1867,0.417467054
1868,0.418141668
1869,0.41885374
1870,0.419499997
1871,0.420186093
1872,0.42083899
1873,0.421554957
1874,0.422171638
1875,0.422815461
1876,0.423470287
1877,0.424089367
1878,0.424690339
1879,0.425344506
1880,0.425962556
1881,0.426592561
1882,0.427268899
1883,0.427885511
1884,0.428508833
1885,0.429144993
1886,0.429784283
1887,0.430393454
1888,0.431014088
1889,0.431674646
1890,0.432272846
1891,0.432870751
1892,0.433471481
1893,0.434012003
1894,0.434707118
1895,0.435340998
1896,0.43594987
1897,0.436559505
1898,0.43715932
1899,0.43783034
1900,0.438522122
1901,0.439174265
1902,0.43983227
1903,0.4404064
1904,0.441027903
1905,0.44157519
1906,0.442159936
1907,0.441978021
1908,0.441802478
1909,0.441696753
1910,0.441423038
1911,0.441082815
1912,0.440785699
1913,0.440381201
1914,0.440028868
1915,0.439609518
1916,0.43919255
1917,0.43870259
1918,0.438294837
1919,0.437957325
1920,0.437497776
1921,0.437150299
1922,0.436782536
1923,0.436467945
1924,0.436105975
1925,0.435760524
1926,0.435384466
1927,0.434999204
1928,0.434655755
1929,0.434178639
1930,0.433704416
1931,0.433377982
1932,0.433092767
1933,0.432781602
1934,0.432402432
1935,0.432035064
1936,0.431690574
1937,0.431359803
1938,0.431029344
1939,0.430693636
1940,0.430383882
1941,0.429993571
1942,0.429606615
1943,0.429313616
1944,0.428916575
1945,0.428521896
1946,0.428148654
1947,0.427688178
1948,0.427449435
1949,0.427315226
1950,0.427019673
1951,0.426607385
1952,0.426249571
1953,0.425895657
1954,0.425432368
1955,0.425019161
1956,0.424625739
1957,0.424239559
1958,0.423823725
1959,0.423405207
1960,0.422999823
1961,0.422548598
1962,0.422092751
1963,0.421671806
1964,0.421074027
1965,0.420582232
1966,0.420111616
1967,0.41958129
1968,0.418978368
1969,0.418492591
1970,0.417941295
1971,0.417433663
1972,0.41687607
1973,0.41607965
1974,0.415365062
1975,0.414623763
1976,0.413965832
1977,0.413220896
1978,0.412561589
1979,0.411933441
1980,0.41132996
1981,0.410837275
1982,0.410292323
1983,0.409683271
1984,0.409183672
1985,0.408549101
1986,0.407871113
1987,0.407106787
1988,0.406273932
1989,0.405624449
1990,0.404933756
1991,0.404173837
1992,0.40338913
1993,0.402688615
1994,0.401956472
1995,0.401249017
1996,0.400560805
1997,0.399841957
1998,0.39914442
1999,0.39841429
2000,0.397622782
2001,0.397009093
2002,0.396347524
2003,0.39590209
2004,0.395329678
2005,0.394759271
2006,0.394232131
2007,0.393730679
2008,0.393191613
2009,0.392617132
2010,0.391986917
2011,0.391337761
2012,0.390773139
2013,0.390227516
2014,0.389633987
2015,0.389080168
2016,0.388525602
2017,0.388081312
2018,0.387603147
2019,0.387084548
2020,0.386555327
2021,0.385996489
2022,0.385508101
2023,0.384994849
2024,0.384568366
2025,0.384141884
2026,0.383578379
2027,0.383090886
2028,0.382637022
2029,0.382216499
2030,0.381820592
2031,0.381283707
2032,0.38082427
2033,0.380394108
2034,0.379908222
2035,0.379299462
2036,0.379199664
2037,0.379043966
2038,0.378686421
2039,0.378523425
2040,0.378379492
2041,0.37839918
2042,0.378419231
2043,0.378060453
2044,0.378079533
2045,0.377754958
2046,0.37778832
2047,0.377401407
2048,0.376937802
2049,0.376458797
2050,0.375993141
2051,0.376025726
2052,0.375609231
2053,0.375647931
2054,0.375706935
2055,0.375294639
2056,0.374917311
2057,0.374503851
2058,0.37420853
2059,0.373851948
2060,0.373457262
2061,0.373077502
2062,0.372705015
2063,0.372295929
2064,0.371920767
2065,0.371865491
2066,0.371841325
2067,0.371494143
2068,0.370979529
2069,0.370993505
2070,0.370994423
2071,0.370517586
2072,0.370062667
2073,0.369546093
2074,0.369004045
2075,0.368544653
2076,0.368047043
2077,0.367437911
2078,0.367005352
2079,0.366614459
2080,0.366169344
2081,0.365627767
2082,0.36509
2083,0.364537626
2084,0.364161656
2085,0.363686898
2086,0.363218622
2087,0.362741162
2088,0.362287502
2089,0.361847006
2090,0.361452482
2091,0.361046375
2092,0.360801134
2093,0.360477851
2094,0.360182529
2095,0.359790951
2096,0.359444218
2097,0.359121347
2098,0.358833706
